Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Hematopoietic MOLT-4 BTO:0000873 P003361	34/373	0.00276119096194394	0.00768859933448784	0	0	1.74631821879825	10.2894696747314	HDAC4;DAZAP1;PXK;HSP90AB1;CD81;MAPKAP1;GDI2;RXRB;SCAF8;DHX34;RFK;KHSRP;PDE6D;EPC1;AP4S1;PGLS;PSPH;TMPO;NAA50;PDCD6IP;ARMC7;ARPC5;CBFA2T2;FBXO11;THAP2;POLE4;NASP;APEX1;HNRNPD;CD47;ATXN10;RGL2;GART;RAB7A
Brain SNB-75 BTO:0004222 P001561	31/331	0.00276216931184229	0.00768859933448784	0	0	1.79794200187091	10.5930048780777	SLC35B3;NRP1;PREP;DERL2;TRAM2;ALCAM;RAB40C;SMPD1;LMAN2;EPC1;PGM1;TPM4;SEPTIN2;ITGA3;ACTN1;TPM2;TPM1;CBFA2T2;FBXO11;THAP2;SUMF2;PDIA4;TIAM1;SLC6A6;SNX18;KDELR3;ITGA5;P4HB;UTRN;RGL2;PICALM
Colon HT-29 BTO:0000182 HT29 CRC65	38/430	0.00277214216581617	0.00769290515924062	0	0	1.68940005380683	9.94741543816852	FAAH;TMEM41B;ZDHHC20;TPRG1L;ICA1;TMEM51;SPINT2;AGPAT2;ARHGAP35;TM9SF3;CHRAC1;WDR92;IMPA2;MICALL2;DVL3;EPC1;ARFIP1;UBQLN4;PSPH;MARK2;IGFBP4;IRF2BP2;CBFA2T2;FBXO11;SCAMP3;NR2F6;CDC25B;MAPK13;TMEM59;CDK8;GCLC;AEBP2;STIM2;CHPT1;AVL9;FKBP4;RGL2;PNPLA2
Breast MCF-7 BTO:0000093 MCF7 R2	48/578	0.00298010560902903	0.00824495885164698	0	0	1.58146208479805	9.19746172062706	GTF3C5;PDCD7;MRPL38;ICA1;DERL2;SRM;BAG6;MBTD1;RXRB;PCMT1;PREX1;SMPD2;PSMB1;EPC1;ACAA1;RPS10;NR2C2AP;SLC25A24;CCT4;PEX16;RBM14;MMAB;IFRD1;XRCC3;TWNK;MOGS;GPN2;CBFA2T2;FBXO11;WDR54;WDR77;NR2F6;HNRNPL;TSPAN15;RAD51C;BRMS1L;TRIP6;TRIM14;AGGF1;STUB1;ESYT2;RPL26;PABPC1;FKBP4;RGL2;B4GALT4;NSMAF;EIF3B
Colon SK-CO-1 PDB:200136 SK-CO-1 CRC65	42/490	0.0030081991079487	0.00829754013763492	0	0	1.63504253308129	9.49373333519799	HDAC4;ZDHHC20;TMEM51;AK3;SPINT2;GBA2;AGPAT2;OSGEP;SMPD2;CLN3;RFK;SAP30L;FAM177A1;EPC1;ARFIP1;ME2;KCNN4;MAP4K5;ACAA1;CEP76;UBQLN4;MARK2;SLC12A2;IRF2BP2;CBFA2T2;PHC3;PTGR2;FBXO11;PDIA4;MAPK13;BCR;SLC6A6;TMEM59;GCLC;STK24;APEX1;PEX6;TRIP6;CHPT1;RGL2;ITM2B;VGLL4
Cervix HeLa BTO:0000567 trypsin R1	43/507	0.00327857065087514	0.00901606928990664	0	0	1.61637523244054	9.24622838967762	IFITM3;TOR2A;CLIC4;TXNDC9;MAPKAP1;SRSF1;ROGDI;DERL2;HIKESHI;IRS2;PPOX;SNX3;HEBP1;PCMT1;DHX34;RFK;FTH1;PSMB1;GATAD1;ARL6IP5;EPC1;PIEZO1;DIP2A;AP4S1;CHAC2;RAC1;EXOSC3;TMEM38B;RPL17;CDK5RAP2;CCDC12;AKTIP;FANCA;SSU72;IFT122;RPL23A;CBFA2T2;SUMF2;PSMG1;LAMTOR1;CLPTM1L;RGL2;PICALM
Colon HDC-9 PDB:200100 HDC-9 CRC65	37/420	0.0032936660170915	0.00903038160241604	0	0	1.68283025773158	9.61864385041746	FAAH;ZDHHC20;ICA1;SLC38A10;IRS2;TRAM2;GABARAP;ARHGAP35;RXRB;SAP30L;EPC1;PDSS2;CCNL2;DLAT;SLC12A2;IVNS1ABP;DFFB;TLE1;FANCA;FOXJ2;AXIN1;IRF2BP2;KIAA2013;CBFA2T2;PHC3;NR2F6;PDIA4;POLE4;CDK8;TSPAN15;AEBP2;STIM2;PEX6;RPL26;PIGG;RGL2;SIDT2
Colon SW-620 BTO:0000675 P001905	31/336	0.00345944878183399	0.00942324289226471	0	0	1.76799214832308	10.0185856604542	KDM5A;HDAC4;TPRG1L;DERL2;HIKESHI;IRS2;CST7;NT5C;MAN2A1;KHSRP;EPC1;METTL7B;METTL9;PSPH;EIF4B;TMPO;YWHAH;MCCC2;CMTM7;PIH1D1;DCAKD;CBFA2T2;ATAD3A;FBXO11;CLPX;THAP2;PDIA4;RAB10;KDELR3;RGL2;RAB7A
Breast HCC-202 PDB:200003 HCC202 R2-1	36/407	0.00347495984143603	0.00942324289226471	0	0	1.6898141580366	9.56801901317849	DAZAP1;RPLP0;PRCC;NAPG;MRPL11;BAG6;TIAL1;CHRAC1;ABHD16A;RPS18;LONP1;TRIM47;EPC1;RAC1;ACAA1;CBR4;PSPH;SLC25A24;MCCC2;RBM14;AP3D1;ACOT13;BAZ1A;CBFA2T2;FBXO11;HNRNPAB;TMCO1;GGCT;GCLC;LSM6;EEF1D;PPIF;CLPTM1L;FAM8A1;RGL2;RAB7A
Breast MCF-7 BTO:0000093 HCC202 R2-2	36/407	0.00347495984143603	0.00942324289226471	0	0	1.6898141580366	9.56801901317849	DAZAP1;RPLP0;PRCC;NAPG;MRPL11;BAG6;TIAL1;CHRAC1;ABHD16A;RPS18;LONP1;TRIM47;EPC1;RAC1;ACAA1;CBR4;PSPH;SLC25A24;MCCC2;RBM14;AP3D1;ACOT13;BAZ1A;CBFA2T2;FBXO11;HNRNPAB;TMCO1;GGCT;GCLC;LSM6;EEF1D;PPIF;CLPTM1L;FAM8A1;RGL2;RAB7A
Hematopoietic CCRF-CEM BTO:0000736 CCRFCEM NCI60	24/240	0.00347823970941206	0.00942324289226471	0	0	1.92936802973978	10.9225941332051	HDAC4;PPP1R11;SRSF1;SSU72;HNRNPLL;CBFA2T2;FBXO11;DCK;RUNX1;LMNB1;HNRNPL;RAD51C;CHRAC1;DDX39B;AEBP2;RFX7;EPC1;AP4S1;SNRPF;TCF3;RGL2;MAPRE2;RCOR1;FRA10AC1
Breast MCF-7 BTO:0000093 HMELonza R2-2	27/282	0.00370900197063736	0.0100186946721654	0	0	1.83986623540376	10.2977174270239	CLIC4;ANKRD16;TMEM41B;MAPKAP1;CEP164;CLEC16A;MTMR9;HIKESHI;PCMT1;CLN3;FTH1;SMPD1;PSMB1;EPC1;PHACTR2;ARFIP1;KCNN4;NAA50;PRKAB2;SLC35E1;CBFA2T2;MCC;FBXO11;GCLC;STUB1;PABPC1;FBP1
Breast MDA-MB-231 BTO:0000815 P002772-1	23/229	0.003954239867371	0.0106182970556168	0	0	1.93797045009961	10.7227263372798	HSP90AB1;PDCD6IP;TMEM41B;TPM4;CUL5;ITGA3;MAPKAP1;COPB1;TPRG1L;MICAL2;CBFA2T2;MCC;FBXO11;DCK;RIC8A;ALCAM;DDAH2;EPC1;P4HB;MB21D2;RGL2;BPTF;PICALM
Breast MDA-MB-231 BTO:0000815 P002772-2	23/229	0.003954239867371	0.0106182970556168	0	0	1.93797045009961	10.7227263372798	HSP90AB1;PDCD6IP;TMEM41B;TPM4;CUL5;ITGA3;MAPKAP1;COPB1;TPRG1L;MICAL2;CBFA2T2;MCC;FBXO11;DCK;RIC8A;ALCAM;DDAH2;EPC1;P4HB;MB21D2;RGL2;BPTF;PICALM
Bone U2-OS BTO:0001938 CYTOSKEL BioRep1 heavy	26/270	0.00403135169063738	0.0107306824884896	0	0	1.85096315291388	10.2055695629696	MGST3;RRP1;SRSF1;AATF;LMNB1;ALCAM;HNRNPDL;NUP85;EPC1;UQCRFS1;RBM14;ACTN1;IMP4;CBFA2T2;ATAD3A;FBXO11;HNRNPL;RPS26;DDX39B;MPHOSPH10;LAMTOR1;SNRPF;VIM;RGL2;ATP6V0C;SRSF9
Bone U2-OS BTO:0001938 CYTOSKEL BioRep1 light	26/270	0.00403135169063738	0.0107306824884896	0	0	1.85096315291388	10.2055695629696	MGST3;RRP1;SRSF1;AATF;LMNB1;ALCAM;HNRNPDL;NUP85;EPC1;UQCRFS1;RBM14;ACTN1;IMP4;CBFA2T2;ATAD3A;FBXO11;HNRNPL;RPS26;DDX39B;MPHOSPH10;LAMTOR1;SNRPF;VIM;RGL2;ATP6V0C;SRSF9
Bone U2-OS BTO:0001938 CYTOSKEL BioRep1 medium	26/270	0.00403135169063738	0.0107306824884896	0	0	1.85096315291388	10.2055695629696	MGST3;RRP1;SRSF1;AATF;LMNB1;ALCAM;HNRNPDL;NUP85;EPC1;UQCRFS1;RBM14;ACTN1;IMP4;CBFA2T2;ATAD3A;FBXO11;HNRNPL;RPS26;DDX39B;MPHOSPH10;LAMTOR1;SNRPF;VIM;RGL2;ATP6V0C;SRSF9
Lymphoblastoid BTO:0000773 X126.126 HM48.GM12878	21/203	0.0040781145394746	0.0107922277522907	0	0	2.00163969487417	11.0132628389247	CYFIP2;TOR3A;FUCA1;CLEC16A;PPP2R2A;ELP3;TYK2;WIPI2;CBFA2T2;FBXO11;MRPL11;DDB2;NT5C;POLE4;DHX33;ELMO1;EPC1;TLK1;TNIK;ZNF622;RGL2
Lymphoblastoid BTO:0000773 X128.126 HM48.GM18566	21/203	0.0040781145394746	0.0107922277522907	0	0	2.00163969487417	11.0132628389247	CYFIP2;TOR3A;FUCA1;CLEC16A;PPP2R2A;ELP3;TYK2;WIPI2;CBFA2T2;FBXO11;MRPL11;DDB2;NT5C;POLE4;DHX33;ELMO1;EPC1;TLK1;TNIK;ZNF622;RGL2
Lymphoblastoid BTO:0000773 X127.126 HM65.GM10831	19/177	0.00409802121758722	0.0108135646579686	0	0	2.08490731741589	11.4612589432196	AGPAT5;GBE1;METTL3;RFTN1;GTF3A;ARPC5;TRAF1;IFI30;CBFA2T2;FBXO11;CDKN2AIP;TIAL1;HNRNPDL;CCDC88C;EPC1;RGL2;EIF4B;SIDT2;SRSF9
Lymphoblastoid BTO:0000773 X126.126 HM10.GM12878	25/257	0.00416427373198358	0.0108318573142479	0	0	1.87129109863673	10.2569458313791	MGST3;CLEC16A;CISD2;AK3;COX5B;DDI2;PMVK;EPC1;UBXN4;PGM1;SH3GL1;BRF1;ARPC5;CBFA2T2;FBXO11;SCAMP3;PSMB8;PLSCR1;LSM6;OAS2;NHP2;SRSF4;ADSS2;RGL2;ARL8A
Lymphoblastoid BTO:0000773 X127.126 HM10.GM07000	25/257	0.00416427373198358	0.0108318573142479	0	0	1.87129109863673	10.2569458313791	MGST3;CLEC16A;CISD2;AK3;COX5B;DDI2;PMVK;EPC1;UBXN4;PGM1;SH3GL1;BRF1;ARPC5;CBFA2T2;FBXO11;SCAMP3;PSMB8;PLSCR1;LSM6;OAS2;NHP2;SRSF4;ADSS2;RGL2;ARL8A
Lymphoblastoid BTO:0000773 X128.126 HM10.GM11992	25/257	0.00416427373198358	0.0108318573142479	0	0	1.87129109863673	10.2569458313791	MGST3;CLEC16A;CISD2;AK3;COX5B;DDI2;PMVK;EPC1;UBXN4;PGM1;SH3GL1;BRF1;ARPC5;CBFA2T2;FBXO11;SCAMP3;PSMB8;PLSCR1;LSM6;OAS2;NHP2;SRSF4;ADSS2;RGL2;ARL8A
Lymphoblastoid BTO:0000773 X129.126 HM10.GM06985	25/257	0.00416427373198358	0.0108318573142479	0	0	1.87129109863673	10.2569458313791	MGST3;CLEC16A;CISD2;AK3;COX5B;DDI2;PMVK;EPC1;UBXN4;PGM1;SH3GL1;BRF1;ARPC5;CBFA2T2;FBXO11;SCAMP3;PSMB8;PLSCR1;LSM6;OAS2;NHP2;SRSF4;ADSS2;RGL2;ARL8A
Lymphoblastoid BTO:0000773 X131.126 HM10.GM06984	25/257	0.00416427373198358	0.0108318573142479	0	0	1.87129109863673	10.2569458313791	MGST3;CLEC16A;CISD2;AK3;COX5B;DDI2;PMVK;EPC1;UBXN4;PGM1;SH3GL1;BRF1;ARPC5;CBFA2T2;FBXO11;SCAMP3;PSMB8;PLSCR1;LSM6;OAS2;NHP2;SRSF4;ADSS2;RGL2;ARL8A
Breast HMELonza PDB:200005 HMELonza R2-1	27/285	0.00428071728475873	0.011103110457343	0	0	1.81817984785106	9.91568869732336	CLIC4;ANKRD16;TMEM41B;MAPKAP1;CEP164;CLEC16A;MTMR9;HIKESHI;PCMT1;CLN3;FTH1;SMPD1;PSMB1;EPC1;PHACTR2;ARFIP1;KCNN4;NAA50;PRKAB2;SLC35E1;CBFA2T2;MCC;FBXO11;GCLC;STUB1;PABPC1;FBP1
Lymphoblastoid BTO:0000773 X127.126 HM48.GM18511	21/204	0.00431749753496947	0.011166785409142	0	0	1.99059542077516	10.8389499579259	CYFIP2;TOR3A;FUCA1;CLEC16A;PPP2R2A;ELP3;TYK2;WIPI2;CBFA2T2;FBXO11;MRPL11;DDB2;NT5C;POLE4;DHX33;ELMO1;EPC1;TLK1;TNIK;ZNF622;RGL2
Lymphoblastoid BTO:0000773 X130.126 HM10.GM18489	25/258	0.00437763397948898	0.0112903384838233	0	0	1.86315999600759	10.1192819299365	MGST3;CLEC16A;CISD2;AK3;COX5B;DDI2;PMVK;EPC1;UBXN4;PGM1;SH3GL1;BRF1;ARPC5;CBFA2T2;FBXO11;SCAMP3;PSMB8;PLSCR1;LSM6;OAS2;NHP2;SRSF4;ADSS2;RGL2;ARL8A
Cecum SNU-C2B PDB:200160 SNU-C2B CRC65	40/472	0.00452197492076729	0.0116281936820295	0	0	1.61320754716981	8.70939531276966	PI4K2B;FAAH;CUL5;SRXN1;ADPGK;UXS1;TMEM51;HNRNPLL;COX5B;RPTOR;HEBP1;SCAF8;DHX34;MICALL2;EPC1;PDSS2;DIP2A;SNX9;PGLS;RAC1;CEP76;SLC12A2;DDX58;TBC1D8;IRF2BP2;NSUN6;TNFRSF10A;KIAA2013;CBFA2T2;ZDHHC17;MAPK13;GCLC;PEX6;ANKRD40;ESYT2;MTRF1L;RGL2;B4GALT4;ITM2C;PNPLA2
Lymphoblastoid BTO:0000773 X129.126 HM69.GM19194	17/153	0.00453410399868838	0.0116281936820295	0	0	2.1657433056325	11.6866276367631	BLK;UVRAG;FNBP1;STARD7;SWAP70;FUCA1;CAAP1;ADAR;GHITM;IFI30;CBFA2T2;FBXO11;GATAD2B;TIAL1;EPC1;RGL2;VGLL4
Lung HOP-92 BTO:0004085 P003204	36/414	0.00456884078314056	0.0116844583613651	0	0	1.65789473684211	8.93355876697768	NRP1;CCDC126;CD81;MGST3;CEP164;COX5B;HK1;ALCAM;AUH;MAN2A1;LMAN2;ARL6IP5;EPC1;MFSD1;SLC25A24;CMTM7;CYB5A;ITGA3;GLRX5;PAM16;ACOT13;MOGS;CBFA2T2;FBXO11;SUMF2;THAP2;SUMF1;TMCO1;PDIA4;LYRM4;PPIF;ESYT2;LAMTOR1;KDELR3;RGL2;ITM2B
Lymphoblastoid BTO:0000773 X129.126 HM71.GM12044	19/179	0.00463157936667924	0.0118118211222853	0	0	2.0586262719704	11.0648225552618	GPX1;KHNYN;NCF2;FNBP1;GBE1;LIMK1;GTF3A;LYSMD2;GHITM;ACCS;CBFA2T2;FBXO11;SLTM;OAS3;NHP2;TRIP10;EPC1;RGL2;SIDT2
Embryonic stem hES H1 PDB:200035 4plex protein D-1	81/1104	0.00480777166805842	0.0121256782677827	0	0	1.38908826144889	7.41428856211979	TOR2A;DAZAP1;CD81;UBE2D3;MRPL38;DCAF8;PTPN23;ARHGAP35;TIAL1;HEBP1;HERC4;NUDCD2;LONP1;EPC1;CHAC2;VPS39;PSPH;DLGAP4;SH3GL1;DDX17;DFFB;PRKAB2;GPX4;DCAKD;TBC1D8;NSUN6;CIP2A;CBFA2T2;PRKAB1;FBXO11;SUMF1;SELENOO;OXA1L;ACAP2;SHQ1;MAPKAPK3;MSH2;KATNAL1;RILPL1;NUP50;NAA35;ITGA5;UTRN;ARL8A;B4GALT4;ARL8B;VAC14;TPRG1L;UBR4;SLC38A10;STRN4;MRPL11;TGOLN2;NUP85;MAN2A1;LMAN2;LTA4H;IVNS1ABP;SPAG9;SEPTIN2;NEK7;EXOC6B;AP3D1;GATB;CDC7;RRP1B;TTC39C;HNRNPAB;QKI;NASP;WNK1;CDC16;TRIP6;PLEKHM2;ATXN10;LSM14B;RGL2;RCOR1;EIF4G2;ITM2B;ITM2C
Embryonic stem hES H9 PDB:200038 4plex protein D-2	81/1104	0.00480777166805842	0.0121256782677827	0	0	1.38908826144889	7.41428856211979	TOR2A;DAZAP1;CD81;UBE2D3;MRPL38;DCAF8;PTPN23;ARHGAP35;TIAL1;HEBP1;HERC4;NUDCD2;LONP1;EPC1;CHAC2;VPS39;PSPH;DLGAP4;SH3GL1;DDX17;DFFB;PRKAB2;GPX4;DCAKD;TBC1D8;NSUN6;CIP2A;CBFA2T2;PRKAB1;FBXO11;SUMF1;SELENOO;OXA1L;ACAP2;SHQ1;MAPKAPK3;MSH2;KATNAL1;RILPL1;NUP50;NAA35;ITGA5;UTRN;ARL8A;B4GALT4;ARL8B;VAC14;TPRG1L;UBR4;SLC38A10;STRN4;MRPL11;TGOLN2;NUP85;MAN2A1;LMAN2;LTA4H;IVNS1ABP;SPAG9;SEPTIN2;NEK7;EXOC6B;AP3D1;GATB;CDC7;RRP1B;TTC39C;HNRNPAB;QKI;NASP;WNK1;CDC16;TRIP6;PLEKHM2;ATXN10;LSM14B;RGL2;RCOR1;EIF4G2;ITM2B;ITM2C
Human fetal fibroblast NFF PDB:200043 4plex protein D-4	81/1104	0.00480777166805842	0.0121256782677827	0	0	1.38908826144889	7.41428856211979	TOR2A;DAZAP1;CD81;UBE2D3;MRPL38;DCAF8;PTPN23;ARHGAP35;TIAL1;HEBP1;HERC4;NUDCD2;LONP1;EPC1;CHAC2;VPS39;PSPH;DLGAP4;SH3GL1;DDX17;DFFB;PRKAB2;GPX4;DCAKD;TBC1D8;NSUN6;CIP2A;CBFA2T2;PRKAB1;FBXO11;SUMF1;SELENOO;OXA1L;ACAP2;SHQ1;MAPKAPK3;MSH2;KATNAL1;RILPL1;NUP50;NAA35;ITGA5;UTRN;ARL8A;B4GALT4;ARL8B;VAC14;TPRG1L;UBR4;SLC38A10;STRN4;MRPL11;TGOLN2;NUP85;MAN2A1;LMAN2;LTA4H;IVNS1ABP;SPAG9;SEPTIN2;NEK7;EXOC6B;AP3D1;GATB;CDC7;RRP1B;TTC39C;HNRNPAB;QKI;NASP;WNK1;CDC16;TRIP6;PLEKHM2;ATXN10;LSM14B;RGL2;RCOR1;EIF4G2;ITM2B;ITM2C
Human iPS iPS DF19.7 PDB:200040 4plex protein D-3	81/1104	0.00480777166805842	0.0121256782677827	0	0	1.38908826144889	7.41428856211979	TOR2A;DAZAP1;CD81;UBE2D3;MRPL38;DCAF8;PTPN23;ARHGAP35;TIAL1;HEBP1;HERC4;NUDCD2;LONP1;EPC1;CHAC2;VPS39;PSPH;DLGAP4;SH3GL1;DDX17;DFFB;PRKAB2;GPX4;DCAKD;TBC1D8;NSUN6;CIP2A;CBFA2T2;PRKAB1;FBXO11;SUMF1;SELENOO;OXA1L;ACAP2;SHQ1;MAPKAPK3;MSH2;KATNAL1;RILPL1;NUP50;NAA35;ITGA5;UTRN;ARL8A;B4GALT4;ARL8B;VAC14;TPRG1L;UBR4;SLC38A10;STRN4;MRPL11;TGOLN2;NUP85;MAN2A1;LMAN2;LTA4H;IVNS1ABP;SPAG9;SEPTIN2;NEK7;EXOC6B;AP3D1;GATB;CDC7;RRP1B;TTC39C;HNRNPAB;QKI;NASP;WNK1;CDC16;TRIP6;PLEKHM2;ATXN10;LSM14B;RGL2;RCOR1;EIF4G2;ITM2B;ITM2C
Colon Colo-205 BTO:0000179 3h P003891-1	21/206	0.00483134277535651	0.0121515591016542	0	0	1.96886506525061	10.4992305719407	SLC12A2;TMEM41B;IGFBP4;MGST3;ACAD9;CBFA2T2;UCHL3;HSD17B11;TRAM2;FBXO11;GABARAP;CDC25B;TTC39B;ARL4C;GCLC;RFK;EPC1;CCNL2;PABPC1;RPS10;RGL2
Lung A-549 BTO:0000018 P001906	32/360	0.00525168825793676	0.0131725037898249	0	0	1.69653786425505	8.90547619530275	HDAC4;NRP1;SRXN1;DERL2;AK3;COX5B;HSD17B11;KHSRP;FAM177A1;EPC1;TRIM47;NELFB;LTA4H;UBXN4;TMPO;HTATIP2;SLC12A2;IGFBP4;ITGA3;FUCA1;CMC1;PRKCA;CBFA2T2;FBXO11;CLPX;SIRT3;PDIA4;RAB10;TSPAN15;GCLC;RGL2;PICALM
Lymphoblastoid BTO:0000773 X128.126 HM71.GM18870	19/183	0.00587092691952547	0.0146452357309474	0	0	2.00798718440468	10.3165215981301	GPX1;KHNYN;NCF2;FNBP1;GBE1;LIMK1;GTF3A;LYSMD2;GHITM;ACCS;CBFA2T2;FBXO11;SLTM;OAS3;NHP2;TRIP10;EPC1;RGL2;SIDT2
Lymphoblastoid BTO:0000773 X130.126 HM71.GM19138	19/183	0.00587092691952547	0.0146452357309474	0	0	2.00798718440468	10.3165215981301	GPX1;KHNYN;NCF2;FNBP1;GBE1;LIMK1;GTF3A;LYSMD2;GHITM;ACCS;CBFA2T2;FBXO11;SLTM;OAS3;NHP2;TRIP10;EPC1;RGL2;SIDT2
Hematopoietic JURKAT BTO:0000661 Jurkat R1	31/349	0.00600451375885091	0.0149376595690215	0	0	1.69453024339446	8.667935320492	DAZAP1;GTF3C5;PDCD7;HIKESHI;TRAM2;OSGEP;CNDP2;RXRB;FTH1;PDE6D;EPC1;AMZ2;CCT5;CCT4;DDX17;BRD1;DCAKD;NEK7;PRKCA;CBFA2T2;PRKAB1;FBXO11;DCK;WDR54;RUNX1;DDAH2;APEX1;HNRNPD;ESYT2;CLPTM1L;RGL2
Lymphoblastoid BTO:0000773 X126.126 HM69.GM12878	16/145	0.00618132811160636	0.0151708402309049	0	0	2.14777310563803	10.9240510911171	BLK;UVRAG;FNBP1;STARD7;SWAP70;CAAP1;ADAR;GHITM;IFI30;CBFA2T2;FBXO11;GATAD2B;TIAL1;EPC1;RGL2;VGLL4
Lymphoblastoid BTO:0000773 X127.126 HM69.GM10860	16/145	0.00618132811160636	0.0151708402309049	0	0	2.14777310563803	10.9240510911171	BLK;UVRAG;FNBP1;STARD7;SWAP70;CAAP1;ADAR;GHITM;IFI30;CBFA2T2;FBXO11;GATAD2B;TIAL1;EPC1;RGL2;VGLL4
Lymphoblastoid BTO:0000773 X128.126 HM69.GM10857	16/145	0.00618132811160636	0.0151708402309049	0	0	2.14777310563803	10.9240510911171	BLK;UVRAG;FNBP1;STARD7;SWAP70;CAAP1;ADAR;GHITM;IFI30;CBFA2T2;FBXO11;GATAD2B;TIAL1;EPC1;RGL2;VGLL4
Lymphoblastoid BTO:0000773 X130.126 HM69.GM19098	16/145	0.00618132811160636	0.0151708402309049	0	0	2.14777310563803	10.9240510911171	BLK;UVRAG;FNBP1;STARD7;SWAP70;CAAP1;ADAR;GHITM;IFI30;CBFA2T2;FBXO11;GATAD2B;TIAL1;EPC1;RGL2;VGLL4
Lymphoblastoid BTO:0000773 X131.126 HM69.GM19201	16/145	0.00618132811160636	0.0151708402309049	0	0	2.14777310563803	10.9240510911171	BLK;UVRAG;FNBP1;STARD7;SWAP70;CAAP1;ADAR;GHITM;IFI30;CBFA2T2;FBXO11;GATAD2B;TIAL1;EPC1;RGL2;VGLL4
Lymphoblastoid BTO:0000773 X126.126 HM71.GM12878	19/184	0.00621979743050927	0.0151836231391844	0	0	1.99571104196451	10.1382478966422	GPX1;KHNYN;NCF2;FNBP1;GBE1;LIMK1;GTF3A;LYSMD2;GHITM;ACCS;CBFA2T2;FBXO11;SLTM;OAS3;NHP2;TRIP10;EPC1;RGL2;SIDT2
Lymphoblastoid BTO:0000773 X131.126 HM71.GM11993	19/184	0.00621979743050927	0.0151836231391844	0	0	1.99571104196451	10.1382478966422	GPX1;KHNYN;NCF2;FNBP1;GBE1;LIMK1;GTF3A;LYSMD2;GHITM;ACCS;CBFA2T2;FBXO11;SLTM;OAS3;NHP2;TRIP10;EPC1;RGL2;SIDT2
Lymphoblastoid BTO:0000773 X127.126 HM71.GM12753	19/185	0.0065854021655599	0.0160332591390832	0	0	1.98358280485494	9.96333781794384	GPX1;KHNYN;NCF2;FNBP1;GBE1;LIMK1;GTF3A;LYSMD2;GHITM;ACCS;CBFA2T2;FBXO11;SLTM;OAS3;NHP2;TRIP10;EPC1;RGL2;SIDT2
Lymphoblastoid BTO:0000773 X131.126 HM70.GM18521	17/159	0.00665691903357054	0.0161642741426859	0	0	2.07356976577842	10.3929359314437	KHNYN;NCF2;FNBP1;SWAP70;ADAR;GHITM;TRAF1;ACCS;IFI30;CBFA2T2;SAFB;FBXO11;PSMB8;EPC1;UBXN4;RGL2;SIDT2
Hematopoietic K-562 BTO:0000664 P001356	27/296	0.0070487994529856	0.0169637440445219	0	0	1.74280151193367	8.63540366839198	HSP90AB1;UBE2D3;HNRNPLL;RNF5;SRM;SNX3;PCMT1;AKAP13;RNF138;KHSRP;RSBN1L;MICALL2;EPC1;SNX9;EIF4B;PDCD6IP;TTC13;MINK1;ACOT13;NSUN6;CBFA2T2;FBXO11;NASP;NAA35;RGL2;GART;PICALM
Hematopoietic K-562 BTO:0000664 6h P003685-1	18/173	0.00705063842955339	0.0169637440445219	0	0	2.01186572058911	9.9680645573035	RBM14;TXNDC9;SRSF1;HIKESHI;RPL23A;CBFA2T2;FBXO11;ATP5F1D;RPS18;RNF138;HNRNPD;EPC1;CHPT1;SNRPF;EXOSC3;RGL2;CCT5;CCT4
Hematopoietic K-562 BTO:0000664 6h P003685-2	18/173	0.00705063842955339	0.0169637440445219	0	0	2.01186572058911	9.9680645573035	RBM14;TXNDC9;SRSF1;HIKESHI;RPL23A;CBFA2T2;FBXO11;ATP5F1D;RPS18;RNF138;HNRNPD;EPC1;CHPT1;SNRPF;EXOSC3;RGL2;CCT5;CCT4
Lymphoblastoid BTO:0000773 X128.126 HM9.GM12829	25/268	0.00706048492543082	0.0169637440445219	0	0	1.78552971576227	8.84415996529268	CAB39;CISD2;CIB1;COX5B;SLC2A6;FARS2;CNDP2;HNRNPDL;EPC1;STX4;SPG11;PGM1;PDCD6IP;IFRD1;ARPC5;CBFA2T2;FBXO11;DDB2;DAP;APC;OAS3;NHP2;TCF3;ARHGEF7;RGL2
Ovary OVCAR-3 BTO:0000812 P001747	34/398	0.00746377106891495	0.0178856246349589	0	0	1.62418819454467	7.95477756671808	TMEM41B;GOSR2;AK3;SPINT2;GBA2;RNF5;RAB40C;LMAN2;KHSRP;LONP1;EPC1;UBQLN4;CBR4;CDK5RAP2;TMPO;YWHAH;CMTM7;MOGS;TBCB;CBFA2T2;SUPT5H;FBXO11;ATP5F1D;MED29;PDIA4;RAB10;MSH2;PPIF;LAMTOR1;CD47;GART;RAB5A;RGL2;RAB7A
Lymphoblastoid BTO:0000773 X128.126 HM70.GM18500	16/150	0.00849840117712908	0.0203116237558085	0	0	2.06708156633805	9.8555911326683	KHNYN;NCF2;FNBP1;SWAP70;ADAR;GHITM;TRAF1;ACCS;IFI30;CBFA2T2;SAFB;FBXO11;EPC1;UBXN4;RGL2;SIDT2
