Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
CHD1 K562 hg19	124/2000	0.0830275344043612	0.120982978703498	0	0	1.15292390506484	2.86914681474373	SCARB2;IFITM3;IFITM2;GPR68;CEP19;UBE2D3;CISD2;IRS2;BEST1;ZMIZ1;SBDSP1;ZBP1;ANGEL2;NSMCE1;SSU72;IMP4;ARMC7;GTF2F1;LAX1;UNC13D;SHQ1;TMX2;KATNAL1;TRIM14;ANKRD40;KDELR3;TNIK;CCDC82;SIDT2;BLK;SEH1L;CUL2;SDR39U1;TAPBPL;CDKN2AIP;PTDSS1;SLC38A6;AMZ2;NUP88;KDSR;SLC15A4;NAA50;CDK19;SLC37A1;CCDC12;MLKL;IFT122;SUPT5H;PARP14;IRAK1BP1;SON;UBXN11;UNC119;PSMG1;STRN;RAB5A;SLC35E2B;ITM2C;PHF2;STAG3L2;SRXN1;BRCA1;DDX41;CDC73;PITPNC1;PPCDC;SMPD2;ARL5B;UQCRFS1;PGLS;PELP1;DENND2D;DFFB;SUN2;ITGA3;DDX58;ACAD9;TMC8;TYK2;ARAP1;UCHL3;PTGR2;SUMF2;RPUSD4;FAM210A;KAT2B;RILPL2;IRF3;OAS3;DNASE1;PIGG;AGPAT5;VAC14;SELPLG;PLAG1;USP12;AGPAT2;FAM214A;SRM;CLN3;CHRAC1;TDG;SAP30L;RAB24;PDSS2;STX4;ZNF622;LRIG2;RNF130;CDK11A;TTC13;SMOX;SPAG4;FOXJ2;CDK11B;WDR11;POLE4;TMEM59;CCDC9;ESYT2;GALM;P4HB;RTN4IP1;PDE7A
MYC CH12.LX mm9	124/2000	0.0830275344043612	0.120982978703498	0	0	1.15292390506484	2.86914681474373	DCLRE1C;PDCD7;DCAF8;PPP2R2A;CYB5D2;ZDHHC4;TIAL1;IPO9;PRKAB2;ARRDC2;CMC1;IMP4;ARMC7;LAX1;MPEG1;WDR77;ZFYVE19;NHP2;FKBP4;ANKRA2;UBA52;CUL5;SDR39U1;AAAS;MTMR6;OSGEP;BAG6;BCL2L11;ITPRIPL1;DHX33;DHX34;NTHL1;NUP85;INPP5D;DVL2;AMZ2;AP4S1;NUP88;NEK9;PRELID1;SLC37A1;BTN2A2;XRCC3;GPN2;PHC3;GGCT;SLC6A6;TBCK;IRAK1BP1;G6PC3;UBXN11;NDUFAF4;HNRNPD;MPHOSPH10;TCF4;MYD88;ARHGAP11A;HSP90AB1;CCDC126;ADPGK;OGG1;ZFAND2A;MRPL38;DDX41;MRPL34;AATF;CDC73;PPCDC;FARS2;RPTOR;ABHD16A;ME2;SPG11;PELP1;DFFB;SUN2;ABCC4;RBM14;TTC32;DCAKD;HAUS4;ZDHHC17;SENP3;RPUSD4;FAM210A;RAD51C;IRF3;PEX3;IRF1;PEX6;SELPLG;GOSR2;DERL2;SRM;NT5C;RNF138;TGS1;PSMB1;RAB24;E2F6;UBQLN4;RWDD1;WDR18;ELP2;ELP3;TMCO1;POLE4;RAB10;SNX18;NIN;RAD50;LYRM4;TRIM39;CCDC9;APEX1;BRMS1L;TSR1;CENPN;ATXN10;LAMTOR1;LAMTOR4;LGR4;TRMT61B;EIF3B
CTCF skin fibroblast hg19	124/2000	0.0830275344043612	0.120982978703498	0	0	1.15292390506484	2.86914681474373	PI4K2B;TOR2A;RRP1;CIB2;ACCS;ZDHHC2;PCMT1;SMCHD1;ALCAM;COTL1;EP300;ARFIP1;CHAC2;FBXO7;PLEKHJ1;MREG;USP3;NSMCE1;RFX3;ACOT13;TRNT1;MIF4GD;EDAR;STIM2;SPECC1L;PPIF;YME1L1;SRSF4;UHRF1BP1;SNRPF;TNIK;KCTD17;ANKRA2;FAM8A1;ARL8B;NSMAF;METTL2B;POM121;INO80D;YTHDC2;CUL2;ITPR1;MTMR9;AAAS;MTMR6;SNX3;TGOLN2;NTHL1;MAN2A1;MICAL1;SLC38A6;CDK17;CCZ1B;FUCA1;NEK7;CNOT10;MTHFS;PARP14;PHC3;QKI;IFFO1;WNK1;NDUFAF4;ZNF814;JMY;HNRNPD;REL;CALM1;C8ORF31;CDS2;SLC48A1;BTG1;FAF1;MRPL38;TMEM51;ABCC10;AKAP13;GATAD1;UQCRFS1;PDE4A;YWHAH;SLC36A1;DFFB;PRORSD1P;TTC32;MIOS;DDX58;AXIN1;NSUN6;SUMF1;APBB1IP;FAM210A;KAT2B;PRPF18;PEX3;IRF1;PIGG;TRIM52;CAB39;PELI2;RNF6;SCAF8;TBX21;RSBN1L;RAB24;BNIP2;PDSS2;FYN;MAP4K5;METTL9;EIF4B;CBR4;RWDD1;WDR18;ELP3;PTPN11;SORL1;BYSL;NUDT22;PINK1;RAD50;MFAP3;CAMK4;FRA10AC1
TCF7L2 MCF-7 hg19	124/2000	0.0830275344043612	0.120982978703498	0	0	1.15292390506484	2.86914681474373	SCARB2;DGKD;TMEM41B;SAT2;TMEM140;ZDHHC2;DCAF6;TIAL1;TCL1B;ZMIZ1;RASSF5;ACAA1;MAP3K5;CDK5RAP2;CAST;PRKAB2;USP3;IFRD1;RFX3;CLPX;HLA-E;PDIA4;TIAM1;DDX39B;MAPKAPK3;BIN1;FKBP4;PHLDB3;ANKRA2;CCDC82;DUS3L;SIDT2;IDI1;DNMT1;MGST3;TCF7;UBR4;MTMR6;CDKN2AIP;OSGEP;CHST11;PMVK;ZNF668;NUP88;KDSR;CEP76;KLHDC10;CDK17;NAA50;UVRAG;UBE2I;SETDB2;MYO5A;FBXO33;SMARCA4;NR4A2;MLLT10;CDK8;IRAK1BP1;ARHGAP31;DAP;JMY;HNRNPD;TCF3;CDK13;C8ORF31;SLC35E2B;WRAP53;CEP57;BTG1;SERPINA1;OGG1;FAF1;INTS10;SRP54;TMEM51;DDX41;FARS2;AKAP13;SPRED2;LMBR1;ARL5B;NUDCD2;PPP2R5E;SMPD1;FLVCR2;CNOT6L;ARHGEF12;MIOS;DCAKD;FOS;UCHL3;RBL2;AEBP2;OAS1;EEF1D;ST20-MTHFS;RAB7A;GOSR2;SRSF1;HSD17B11;SLC25A28;CHRAC1;TGS1;PSMB1;FAM177A1;PDE6D;LRIG2;UBQLN4;CCT5;CBR4;SLC25A24;SPAG9;CYB5A;ELP3;RRP1B;KLF4;TMEM59;LYRM4;APEX1;CENPN;ESYT2;CHPT1;EIF3B
GTF2F1 H1-hESC hg19	124/2000	0.0830275344043612	0.120982978703498	0	0	1.15292390506484	2.86914681474373	TMEM41B;WDR89;GBA2;ZDHHC4;ABHD13;CNST;IPO9;RASSF5;SNIP1;ARFIP1;CHAC2;MLYCD;RPS10;VPS39;PSPH;MCCC2;MYLIP;PRKAB2;C17ORF49;USP3;TPM1;METTL3;TRNT1;ACAP2;THAP6;TRIM14;ANKRD40;SNRPF;FKBP4;ARL8B;SLC27A4;SRSF9;METTL2B;TXNDC9;SLC35D1;YTHDC2;SLC38A10;AAAS;OAZ1;OSGEP;SNX3;DHX33;NUP85;PMVK;DPH3;DVL2;KCNMB4;AMZ2;SNX9;CEP76;NR2C2AP;VASP;NEK9;CCZ1B;GADD45B;XRCC3;PARP14;PHC3;RPS26;POLA2;DAP;ZNF778;STRN;NIT1;CALM1;LSM14B;RCOR1;CDS2;CCDC126;ADPGK;RPLP0;INTS10;MRPL38;ABCC10;PPCDC;RPTOR;DDI2;GATAD1;RAC1;SPG11;POLH;SLC36A1;GPX4;ACTR5;PABPC4;RABGGTB;SAFB;TERF2;APBB1IP;RBL2;IRF3;PEX3;TRAPPC6B;IRF1;CTDSP2;ST20-MTHFS;FBP1;VAC14;ASAP1;HSD17B11;RCHY1;NT5C;CHRAC1;SERTAD1;TGS1;LMAN2;PDSS2;ZNF227;ZNF622;EXOSC3;RELT;CBR4;DONSON;RRP1B;PSMB8;TTC39B;POLE4;ETAA1;SNX18;NFIA;APEX1;BRMS1L;MFAP3;ZNF610
CTCF BJ hg19	133/2158	0.0852129600476349	0.123946123705651	0	0	1.14615649775939	2.82252698968294	TOR2A;ZFAND4;MAML2;RRP1;CIB2;GHITM;ACCS;ALCAM;IPO9;UBASH3B;EP300;CHAC2;FBXO7;SH3GL1;PLEKHJ1;HLA-H;MREG;STARD7;C17ORF49;PIH1D1;SWAP70;NSMCE1;ACOT13;MOGS;PRKCA;ACYP2;MFSD11;GTF2F1;MIF4GD;THAP2;BCR;EDAR;THAP6;ZFYVE19;SPECC1L;GEMIN4;PPIF;YME1L1;SRSF4;RPL26;FAM8A1;ACOT4;ARL8B;SRSF9;METTL2B;INO80D;CUL5;YTHDC2;MTMR9;AK3;AAAS;MTMR6;TGOLN2;FXR2;DHX34;NTHL1;MAN2A1;MICAL1;VTI1A;TNFRSF14;CDK17;CCZ1B;FUCA1;EXOC6B;PARP14;IFFO1;EHD1;NDUFAF4;ZNF814;JMY;REL;ATM;CDS2;SLC48A1;C2ORF42;SRXN1;FAF1;RPLP0;MRPL38;TMEM51;MRPL34;ABCC10;CDC73;LMNB1;EEA1;SMPD2;CASP10;RFK;GATAD1;PDE4A;SPG11;POLH;LRRC47;SLC36A1;DFFB;CAMLG;VPS13A;AXIN1;NSUN6;TRAF1;KAT2B;PRPF18;RAD51C;DDAH2;TRAPPC6B;IRF1;RAB1A;CAB39;PELI2;RCHY1;SRM;SCAF8;TDG;RSBN1L;RAB24;TRIM47;PDSS2;FYN;METTL7B;MAP4K5;CBR4;CYB5A;PTPN1;CDK11A;FEM1B;SORL1;CDK11B;NUDT22;PINK1;CAMK4;CCNYL1;VIM;FRA10AC1
TCF12 A549 hg19	71/1098	0.0865637865815925	0.125686921442312	0	0	1.2007980824824	2.9382012706617	SMARCAL1;PANK3;OGG1;INTS10;GDI2;MRPL38;MRPL34;AATF;NAGPA;DCAF6;SPRED2;CNST;UBASH3B;MFSD1;PDE4A;CAMLG;NSUN6;ARMC7;SUMF2;THAP2;MSH2;PEX3;GEMIN4;NHP2;RPL26;ARL8B;INO80B;METTL2B;IDI1;ANKRD16;C2ORF68;GOSR2;MGST3;FBF1;CUL2;ITPR1;MTMR9;GPS2;UBR2;COX5B;OAZ1;OSGEP;MRPL11;DHX34;TDG;PMVK;DPH3;VTI1A;BNIP2;NUP88;EXOSC3;CCT5;IVNS1ABP;RWDD1;NEK9;CDK11A;FEM1B;CNOT10;CDK11B;POLE4;RAB10;RPS26;SLC25A37;GCLC;APEX1;PSMG4;ESYT2;VIM;CALM1;RAB5A;TRMT61B
E2F6 H1-hESC hg19	123/1994	0.0934867200701502	0.135497626247323	0	0	1.14584508363663	2.7155793813417	SLC35B3;PI4K2B;ANKRD37;FAAH;DCLRE1C;ZFAND4;UXS1;RRP1;PITPNA;IKZF1;ACCS;IFI30;WDR89;ABHD13;SMCHD1;WDR92;TRAPPC12;EPC1;SNIP1;ARFIP1;AZI2;IER5;MCCC2;MREG;STARD7;DDX11;TPM2;CMC1;METTL3;PAM16;GTF3A;ACOT13;TRNT1;PRKAB1;PDIA4;RBP7;OXA1L;THAP6;SHQ1;MSH2;GEMIN4;TRIM14;SRSF9;ZNF276;LRPAP1;METTL2B;MGST3;FBF1;MYCBP2;CDKN2AIP;BCL2L11;ITPRIPL1;DHX33;DHX34;NUP85;SNX9;NR2C2AP;NAA50;NEK9;PLK2;XRCC3;FANCA;CNOT10;SUPT5H;PARP15;WDR54;GGCT;G6PC3;CDC16;JMY;ATM;AVL9;CDS2;DOCK8;AATF;SLC2A6;CDC73;HERPUD1;RPTOR;AKAP13;CHAF1A;AUH;GATAD1;PDE4A;ME2;SPG11;SLC36A1;ABCC4;RBM14;ACAD9;HAUS4;SAFB;DCK;SUMF1;RPUSD4;RAD51C;IRF1;NUP50;CD47;MTRF1L;AVPI1;RAB7A;RAB1A;VAC14;TM2D1;ODC1;SRSF1;ASAP1;RCHY1;AFG3L1P;TDG;TGS1;ALOX5;LMAN2;EXOSC3;WDR18;GTF2H1;RRP1B;MCOLN2;DCBLD1;TTC39B;POLE4;LAMTOR1
MAX H1-hESC hg19	189/3145	0.0939773056876926	0.135967165675811	0	0	1.11901596633538	2.64613924295068	SCARB2;SLC35B3;CHIC2;FAAH;TMEM41B;ZFAND4;PDCD7;RRP1;ROGDI;CIB2;IRS2;ACCS;IFI30;WDR89;HERC4;ABHD13;TRAPPC12;EPC1;SNIP1;ARFIP1;SBDSP1;ACAA1;RPS10;PSPH;SH3GL1;C17ORF49;PIH1D1;SWAP70;USP3;ARRDC2;CMC1;METTL3;NSMCE1;GTF3A;RFX3;ACOT13;IMP4;PRKAB1;LEMD2;SCAMP3;CLPX;HLA-E;THAP6;MAPKAPK3;MSH2;STIM2;GEMIN4;NHP2;TRIM14;YME1L1;FKBP4;ANKRA2;UBA52;TSPYL4;ARL8B;SLC27A4;INO80B;METTL2B;IDI1;DNMT1;PXK;TXNDC9;ANKRD16;SLC35D1;MGST3;ITPR1;CLEC16A;OAZ1;CDKN2AIP;OSGEP;ODF2L;PTDSS1;ITPRIPL1;NUP85;BLOC1S3;DPH3;DVL2;SLC38A6;AMZ2;LTA4H;NR2C2AP;IVNS1ABP;VASP;NEK9;TIA1;FUCA1;XRCC3;IFT122;TBCB;SUPT5H;PHC3;WDR54;TNFRSF10D;GGCT;EHD1;RPS26;NDUFAF4;JMY;PHF14;ZNF778;MPHOSPH10;PSMG1;CALM1;RBAK;GALK2;EIF4G2;CDS2;CEP57;SLC48A1;KDM5A;HSP90AB1;ADPGK;DOCK8;RPLP0;AMD1;MRPL38;ICA1;ADAR;AATF;NAGPA;CDC73;PPCDC;HERPUD1;RPTOR;ARL5B;SART3;SNRNP70;PDE4A;ME2;UBXN4;SPG11;PELP1;RFC5;PRORSD1P;TTC32;ACAD9;HAUS4;NSUN6;BAZ1A;WIPI2;CBFA2T2;DCK;SUMF2;RAD51C;RILPL2;SLTM;IRF3;PEX6;PIGG;BDP1;AVPI1;VAC14;C2ORF68;GOSR2;ASAP1;RCHY1;PPOX;TBRG1;AFG3L1P;ERICH1;TGS1;GCNT2;FEM1C;EXOSC3;RELT;RWDD1;WWOX;USP25;HSPA1L;ZNF184;FEM1B;MMAB;RFTN1;DONSON;GTF2H1;MCOLN2;SORL1;TMCO1;POLE4;RAB10;TMEM59;SNX18;LYRM4;CCDC9;CAPN10;APEX1;MFAP3;TTC3;FRA10AC1
GATA2 G1E mm9	30/424	0.094910454920137	0.137074214539525	0	0	1.31690307889369	3.10107156728261	SELPLG;CAB39;ADPGK;SLC38A10;PPOX;GUCD1;GNA15;WDR92;CHST11;RSBN1L;MICALL2;DVL2;MFSD1;SNX9;GPX1;TTC13;HSPA1L;IFNGR2;METTL3;SLC16A10;BAZ1A;MED13L;APBB1IP;ARL4C;RPS26;THAP6;BRMS1L;TCF3;PPP1R12C;NSMAF
CTCF LNCaP clone FGC hg19	161/2661	0.0992924960751859	0.140862422358656	0	0	1.12477103301384	2.59786709721137	TOR2A;DGKD;IFITM2;TMEM41B;ZFAND4;MAML2;RRP1;PREP;CIB2;ETS2;ALCAM;IPO9;EP300;CHAC2;RPS10;MAP3K5;SH3GL1;PLEKHJ1;MYLIP;PRKAB2;MREG;STARD7;C17ORF49;ACOT13;IMP4;PRKCA;ACYP2;MFSD11;GTF2F1;MIF4GD;THAP2;CDC25B;EDAR;TIAM1;KCNQ1;GEMIN4;PPIF;ELMO1;YME1L1;SRSF4;UHRF1BP1;KDELR3;KCTD17;FAM8A1;ARL8B;SRSF9;METTL2B;POM121;PXK;INO80D;CUL5;YTHDC2;ITPR1;MTMR9;ITPR2;UBR2;AAAS;MTMR6;SNX3;FXR2;CHST11;DHX34;NTHL1;MAN2A1;MICAL1;DVL1;VTI1A;IVNS1ABP;CDK17;PRELID1;CCZ1B;FUCA1;SETDB2;FANCA;MYO5A;TNFRSF10A;SUPT5H;PHC3;EHD1;WNK1;NDUFAF4;ZNF814;CCDC88C;JMY;ATM;NIT1;SLC35E2B;CDS2;ITM2C;SLC48A1;RNPEPL1;SRXN1;MAST3;ADPGK;RPLP0;MRPL38;TMEM51;MRPL34;ABCC10;CDC73;CASP10;RFK;GATAD1;PDE4A;UBXN4;SPG11;YWHAH;SLC36A1;DFFB;ATMIN;CAMLG;DDX58;PABPC4;VPS13A;AXIN1;ARL4C;FAM210A;KAT2B;PRPF18;SLTM;DDAH2;IRF1;NUP50;RAB1A;CAB39;PELI2;HSD17B11;SRM;SCAF8;ERICH1;TBX21;RSBN1L;RAB24;TRIM47;PDSS2;FYN;METTL7B;EXOSC3;MAP4K5;E2F6;UBQLN4;RELT;CBR4;RWDD1;WWOX;USP25;TTC13;BRF1;IL10RA;WDR18;RRP1B;KLF4;SORL1;NUDT22;SLC25A37;SNX18;PINK1;CARM1;LAMTOR1;FRA10AC1;SSBP4
EP300 heart mm9	123/2000	0.0994322981355219	0.140862422358656	0	0	1.14177984970245	2.63554563578198	PANK3;GIMAP1;DCAF8;CAAP1;TMEM140;GIMAP8;ZDHHC4;TIAL1;ABHD13;ARL6IP5;SNIP1;IER5;PLEKHJ1;CAST;MAP2K3;MYLIP;TOR3A;IAH1;KHNYN;TPM1;CMC1;METTL3;IMP4;ARMC7;TRNT1;DEXI;OXA1L;BIN1;RPP21;NHP2;FKBP4;ANKRA2;TSPYL4;SIDT2;LRPAP1;ITPR1;SDR39U1;SLC38A10;UBR2;AAAS;OSGEP;TGOLN2;BCL2L11;ITPRIPL1;DHX34;BLOC1S3;DPH3;LTA4H;VASP;MLKL;EDEM1;PLK2;TBCB;PHC3;IFFO1;ANKHD1;GGCT;GCLC;NDUFAF4;PHF14;CLPTM1L;NIT1;CALM1;EIF4G2;KDM5A;CLIC4;BTG1;PPP1R11;OGG1;AMD1;ABCC10;NAGPA;PPCDC;RPTOR;AKAP13;SMPD1;UQCRFS1;MFSD1;RAC1;UBXN4;SPG11;TTC32;DCAKD;ACAD9;TFEB;BAZ1A;FOS;TIMM21;PTGR2;TERF2;ZDHHC17;SENP3;SUMF1;APBB1IP;FAM210A;DDAH2;TRAPPC6B;PEX6;PABPC1;BDP1;ATP6V0C;CHMP7;HDAC5;SFSWAP;ZDHHC20;TM2D1;TBRG1;SERTAD1;MAP4K5;RPL17;CCT5;CBR4;PTPN1;ELP3;BYSL;CCDC9;CAPN10;APEX1;TSR1;SMAP2;TAF3;LGR4;FRA10AC1
CTCF myotube hg19	123/2000	0.0994322981355219	0.140862422358656	0	0	1.14177984970245	2.63554563578198	IFITM2;ZFAND4;RRP1;CISD2;CIB2;GHITM;ACCS;WDR92;AZI2;FBXO7;PDK2;PLEKHJ1;DDX17;MYLIP;MREG;STARD7;C17ORF49;PIH1D1;NSMCE1;ACOT13;MOGS;ACYP2;MFSD11;THAP2;CDC25B;EDAR;TIAM1;THAP6;GEMIN4;PPIF;TRIM14;YME1L1;SRSF4;FAM8A1;ARL8B;NSMAF;METTL2B;RNASEH2B;INO80D;CUL5;YTHDC2;MTMR9;UBR2;AAAS;MTMR6;SNX3;TGOLN2;FXR2;DHX34;NTHL1;MAN2A1;MICAL1;ZNF821;FUCA1;EXOC6B;CNOT10;MTHFS;IFFO1;NASP;NDUFAF4;ZNF814;PSMG1;GALK2;CDS2;SLC48A1;KDM5A;C2ORF42;HSP90AB1;FAF1;RPLP0;MRPL38;TMEM51;MRPL34;ABCC10;CDC73;EEA1;SMPD2;CASP10;GATAD1;PDE4A;SPG11;POLH;CAMLG;PABPC4;HAUS4;NSUN6;TRAF1;PTGR2;SUMF2;PRPF18;IRF1;RAB1A;TRIM52;CAB39;RNF6;HSD17B11;RCHY1;TM9SF3;SCAF8;RSBN1L;RAB24;PDSS2;FYN;METTL7B;LRIG2;EXOSC3;DCAF11;MAP4K5;UBQLN4;RELT;CBR4;USP25;CDK11A;TMED7-TICAM2;RRP1B;SORL1;TMCO1;TTC39B;WDR11;SLC25A37;PINK1;APC;SSBP4
POLR2A cortical plate mm9	123/2000	0.0994322981355219	0.140862422358656	0	0	1.14177984970245	2.63554563578198	CHIC2;PANK3;ZFAND4;ROGDI;SAT2;PPP2R2A;ZDHHC4;RASSF5;ARL6IP5;LONP1;SNIP1;MLYCD;PRKACA;AZI2;FBXO7;RPS10;PDK2;TMPO;MAP2K3;SH3GLB2;TOR3A;KHNYN;TPM4;DDX11;TPM1;CMC1;METTL3;UBE4B;PRKAB1;ATAD3A;SHQ1;TMX2;GEMIN4;PPIF;UHRF1BP1;SLC27A4;SIDT2;KHDRBS1;POM121;TNKS;MYCBP2;SDR39U1;MRPL11;BCL2L11;FXR2;DHX33;CCDC32;NEK9;UVRAG;CDK19;SLC16A10;ARHGAP31;WNK1;UST;NDUFAF2;UNC119;MPHOSPH10;STRN;ATM;NIT1;LSM14B;RBAK;CDS2;NRP1;CLIC4;NAGPA;RPTOR;SMPD2;SART3;DDI2;GATAD1;PELP1;ZIK1;SLC36A1;SUN2;BRD1;ATMIN;ACTR5;IFNGR2;VPS13A;TBC1D8;IQCE;BAZ1A;SUMF1;RBL2;PRPF18;GFOD1;EEF1D;TRAPPC6B;NUP50;BDP1;SOS2;AVPI1;CAB39;SFSWAP;TM2D1;PRCC;CXCR4;RNF6;SCAF8;PSMB1;PDE6D;TRIM47;E2F6;RELT;METTL9;MMAB;IL10RA;SPAG4;LIMK1;LYSMD2;AP3D1;POLE4;ATAT1;TSPAN15;ETAA1;SNX18;SLCO3A1;CHPT1;VIM;TAF3;SSBP3;TRMT61B
eGFP-HDAC8 K562 hg19	123/2000	0.0994322981355219	0.140862422358656	0	0	1.14177984970245	2.63554563578198	SMARCAL1;TOR2A;IFITM1;DCLRE1C;TMEM41B;PDCD7;PITPNA;ETS2;DCAF6;TIAL1;CNST;EPC1;ARFIP1;UBASH3A;CCNL2;ACAA1;IER5;RPS10;TMPO;TOR3A;MAP2K2;PIH1D1;ANGEL2;CMC1;METTL3;SSU72;SYTL1;IMP4;ATAD3A;LEMD2;RUNX1;PDIA4;OXA1L;TRIM14;YME1L1;SRSF4;UHRF1BP1;SNRPF;ANKRA2;KHDRBS1;TXNDC9;MTMR9;UBR2;AAAS;MRPL11;SNX3;DHX34;NUP85;DPH3;VASP;NEK9;SETDB2;EHD1;RPS26;POLA2;NASP;RGL2;GALK2;HSP90AB1;BTG1;SRP54;PTPN23;CDC73;RPTOR;NUDCD2;SART3;DDI2;MFSD1;PDE4A;DLAT;UBXN4;SPG11;POLH;HTATIP2;LRRC47;RFC5;DFFB;RBM14;GPX4;DCAKD;ACAD9;HAUS4;MED29;SUMF2;SUMF1;FAM210A;PEX3;IRF1;PEX6;RNF166;AGPAT5;TRIM52;SELPLG;TM2D1;GOSR2;PRCC;SRSF1;TSPAN32;SERTAD1;BNIP2;ZNF622;EXOSC3;RNF130;RPL17;CBR4;CCT4;RWDD1;WWOX;TTC13;FEM1B;IL10RA;WDR18;ELP2;RPL23A;RRP1B;TMCO1;SNX18;PINK1;RAD50;LYRM4;APC;CCDC9;LAMTOR1
eGFP-FOS K562 hg19	123/2000	0.0994322981355219	0.140862422358656	0	0	1.14177984970245	2.63554563578198	MIDN;TMEM41B;MAML2;DCAF8;CIB1;GHITM;ZDHHC8;BEST1;PCMT1;WDR92;ZMIZ1;LONP1;COTL1;CHAC2;CCNL2;PRKACA;AZI2;TMEM38B;MAP3K5;PLEKHJ1;CAST;MCCC2;GABARAPL1;IGFBP4;USP3;IFRD1;SYTL1;ATAD3A;MIF4GD;CLPX;UNC13D;FLJ37453;MSH2;ANKRD40;TNIK;FAM8A1;NSMAF;INO80B;PXK;MAPKAP1;MGST3;FBF1;RIC8A;DHX34;TNFRSF17;AP4S1;KDSR;KCNN4;VASP;UVRAG;PRELID1;UBE2I;CCDC12;MLKL;MICAL2;ARPC5;MCC;GPN2;WDR54;G6PC3;TRIP6;ZNF778;TCF3;LSM14B;RAB5A;HSP90AB1;SRXN1;GBE1;PTPN23;BICD1;LFNG;RPTOR;SMPD2;SPRED2;IMPA2;DDI2;PDE4A;PGLS;UBXN4;SPG11;CCDC50;HTATIP2;SUN2;CAMLG;ITGA3;DCAKD;C1ORF43;FOS;MED29;RAD51C;PEX6;POLR1D;ITGA5;RAB1A;PRCC;USP12;TM9SF3;SLC25A28;SERTAD1;RAB40C;ALOX5;RAB24;MICALL2;STX4;ZNF227;LRIG2;EXOSC3;GBP2;E2F6;RELT;CCT5;SPAG9;PTPN1;ZNF184;LIMK1;RPL23A;KLF4;ASXL1;TSR1;AGGF1;P4HB;VIM;SMAP2
HDAC1 K562 hg19	123/2000	0.0994322981355219	0.140862422358656	0	0	1.14177984970245	2.63554563578198	IFITM3;SLC35B3;TMEM41B;UBE2D3;CISD2;IRS2;IKZF1;TMEM140;CYB5D2;ZDHHC4;ABHD13;TBC1D10C;COTL1;ARFIP1;UBASH3A;MAP2K3;IFRD1;NSMCE1;ARMC7;GTF2F1;GANC;WDR77;THAP6;SHQ1;TMX2;ANKRD40;KDELR3;RPL26;ANKRA2;POM121;INO80D;FBF1;ITPR2;TAPBPL;SPATA6;GABARAP;CDKN2AIP;OSGEP;MRPL11;MICAL1;DPH3;VTI1A;DVL2;KCNMB4;AMZ2;ZNF821;MARK2;CDK19;GADD45B;XRCC3;IFT122;SUPT5H;ANKHD1;MED13L;CDK8;ARHGAP31;NDUFAF4;STRN;CDK13;C8ORF31;GALK2;WRAP53;OGG1;GDI2;CBWD3;DDX41;ARL5B;SMPD1;RFK;CD33;RFC5;SUN2;CNOT6L;PRORSD1P;MIOS;DDX58;ACTR5;DCAKD;TBC1D8;C1ORF43;MANEAL;TYK2;SENP2;ZDHHC17;DCK;FAM210A;RILPL2;IRF3;OAS2;MTRF1L;HDAC5;SELPLG;GTF3C5;TM2D1;USP12;GPS2;RCHY1;PPOX;TDG;SAP30L;PDSS2;STX4;LRIG2;E2F6;PEX16;CMTM7;USP25;CDK11A;ELP3;TTC39C;CDK11B;DCBLD1;FMNL3;TMEM59;APC;CCDC9;APEX1;CAMK4;CCNYL1;RTN4IP1;TAF3;TRMT61B;EIF3B
CTCF limb mm9	123/2000	0.0994322981355219	0.140862422358656	0	0	1.14177984970245	2.63554563578198	SCARB2;RTCA;CEP19;RRP1;ROGDI;PREP;GHITM;ACCS;IFI30;WDR89;GIMAP8;EP300;FBXO7;SH3GL1;MREG;PIH1D1;TPM1;NSMCE1;SYTL1;ACYP2;TC2N;CDC25B;EDAR;OXA1L;MAPKAPK3;GEMIN4;PPIF;ELMO1;TRIM14;RPL26;ARL8B;SRSF9;LRPAP1;IDI1;CUL5;ITPR2;UBR2;AAAS;MTMR6;FXR2;DHX33;DVL1;DPH3;NUP88;CEP76;NEK9;UBE2I;SLC37A1;FUCA1;FANCA;CDC7;IFFO1;FAM220A;GGCT;EHD1;HNRNPL;NDUFAF4;TRIP6;CNOT3;PHF14;CALM1;EIF4G2;WRAP53;ZMYND15;SLC48A1;BTG1;RNPEPL1;SRXN1;CCDC126;GBE1;RPLP0;INTS10;ADAR;DDX41;MRPL34;BICD1;SMPD2;SPRED2;AUH;SMPD1;PHACTR2;YWHAH;LRRC47;SLC36A1;ATMIN;TTC32;MIOS;TFEB;AXIN1;TYK2;CBFA2T2;FAM222A;PLSCR1;PRPF18;RAD51C;GFOD1;PEX6;CTDSP2;ATP6V0C;CAB39;GPS2;RNF6;SCAF8;PDSS2;PCNT;MAP4K5;UBQLN4;RELT;EIF4B;IL10RA;WDR18;KLF4;SORL1;ASXL1;FMNL3;TMEM59;SLC25A37;SNX18;PINK1;CARM1;SMAP2;SSBP4;PNPLA2
